"","wordcloud_bigram_vi$ngrams","cat_sent_vi","wordcloud_bigram_vi$freq"
"916","back next ","Neutral",4
"917","ended contract ","Neutral",4
"918","care customer ","Positive",4
"919","month month ","Neutral",4
"920","phoned customer ","Neutral",4
"921","phone put ","Neutral",4
"922","contract £ ","Neutral",4
"923","arrived next ","Neutral",4
"924","contract customer ","Neutral",4
"925","call call ","Neutral",4
"926","tried tell ","Neutral",4
"927","replacement phone ","Neutral",4
"928","going away ","Neutral",4
"929","even phone ","Neutral",4
"930","vip tariff ","Negative",4
"931","told another ","Neutral",4
"932","wish read ","Positive",4
"933","phone later ","Neutral",4
"934","cancelling contract ","Negative",4
"935","network provider ","Neutral",4
"936","back every ","Neutral",4
"937","now got ","Neutral",4
"938","send email ","Neutral",4
"939","wanted upgrade ","Neutral",4
"940","deal phone ","Positive",4
"941","keep saying ","Neutral",4
"942","tech support ","Positive",4
"943","come across ","Neutral",4
"944","phone mobile ","Neutral",4
"945","phone company ","Neutral",4
"946","arrived called ","Neutral",4
"947","join network ","Positive",4
"948","best customer ","Positive",4
"949","phone tablet ","Neutral",4
"950","direct debits ","Neutral",4
"951","got bad ","Negative",4
"952","good customer ","Positive",4
"953","now th ","Neutral",4
"954","answer security ","Neutral",4
"955","signal phone ","Neutral",4
"956","take custom ","Neutral",4
"957","english speaking ","Neutral",4
"958","right cancel ","Positive",4
"959","agreed contract ","Positive",4
"960","mobile said ","Neutral",4
"961","work rang ","Positive",4
"962","cancelled sim ","Negative",4
"963","service provide ","Positive",4
"964","contract contract ","Neutral",4
"965","sort problem ","Negative",4
"966","card number ","Neutral",4
"967","handset contract ","Neutral",4
"968","call quality ","Neutral",4
"969","owe money ","Positive",4
"970","never even ","Neutral",4
"971","signed contract ","Neutral",4
"972","phone abroad ","Neutral",4
"973","three different ","Neutral",4
"974","heard nothing ","Neutral",4
"975","free wifi ","Positive",4
"976","minute wait ","Negative",4
"977","getting new ","Positive",4
"978","shore call ","Neutral",4
"979","customers years ","Neutral",4
"980","four days ","Neutral",4
"981","later phone ","Neutral",4
"982","minutes told ","Neutral",4
"983","now wait ","Negative",4
"984","complaint told ","Negative",4
"985","returned phone ","Neutral",4
"986","waited minutes ","Neutral",4
"987","s mobile ","Neutral",4
"988","tried sell ","Neutral",4
"989","long term ","Neutral",4
"990","account arrears ","Negative",4
"991","without doubt ","Negative",4
"992","existing contract ","Neutral",4
"993","back working ","Positive",4
"994","fantastic deal ","Positive",4
"995","worked fine ","Positive",4
"996","number ported ","Neutral",4
"997","new deal ","Positive",4
"998","personal details ","Neutral",4
"999","last week ","Neutral",4
"1000","years mobile ","Neutral",4
"1001","refused credit ","Negative",4
"1002","media customer ","Neutral",4
"1003","use ee ","Neutral",4
"1004","phone next ","Neutral",4
"1005","friday deal ","Positive",4
"1006","mr branson ","Neutral",4
"1007","due system ","Neutral",4
"1008","awful awful ","Negative",4
"1009","incredibly rude ","Positive",4
"1010","wanted know ","Neutral",4
"1011","calls emails ","Neutral",4
"1012","given wrong ","Negative",4
"1013","
""give stars ","Neutral",4
"1014","find something ","Neutral",4
"1015","ever use ","Neutral",4
"1016","service new ","Positive",4
"1017","ask pac ","Neutral",4
"1018","around different ","Neutral",4
"1019","service line ","Neutral",4
"1020","make sense ","Neutral",4
"1021","spoke customer ","Neutral",4
"1022","rang said ","Neutral",4
"1023","later nothing ","Neutral",4
"1024","phone time ","Neutral",4
"1025","told offer ","Positive",4
"1026","trying cancel ","Negative",4
"1027","service department ","Neutral",4
"1028","another one ","Neutral",4
"1029","never able ","Neutral",4
"1030","sim working ","Positive",4
"1031","calls try ","Neutral",4
"1032","day contract ","Neutral",4
"1033","day received ","Positive",4
"1034","later called ","Neutral",4
"1035","never go ","Neutral",4
"1036","""worst mobile ","Negative",4
"1037","issue phone ","Neutral",4
"1038","paying service ","Neutral",4
"1039","looks like ","Positive",4
"1040","change sim ","Neutral",4
"1041","texts calls ","Neutral",4
"1042","business days ","Neutral",4
"1043","
""stay away ","Neutral",4
"1044","paid bill ","Neutral",4
"1045","said account ","Neutral",4
"1046","need contact ","Positive",4
"1047","send text ","Neutral",4
"1048","change back ","Neutral",4
"1049","data mins ","Neutral",4
"1050","need call ","Neutral",4
"1051","two accounts ","Neutral",4
"1052","retention team ","Positive",4
"1053","good credit ","Positive",4
"1054","puc code ","Neutral",4
"1055","near company ","Neutral",4
"1056","activate sim ","Neutral",4
"1057","want know ","Neutral",4
"1058","royal mail ","Neutral",4
"1059","couple months ","Neutral",4
"1060","little bit ","Neutral",4
"1061","work new ","Positive",4
"1062","called times ","Neutral",4
"1063","home work ","Positive",4
"1064","minutes unlimited ","Positive",4
"1065","ever come ","Neutral",4
"1066","online phone ","Neutral",4
"1067","able speak ","Neutral",4
"1068","taking contract ","Neutral",4
"1069","extra data ","Positive",4
"1070","signal quality ","Neutral",4
"1071","phone defective ","Negative",4
"1072","company deal ","Positive",4
"1073","s customer ","Neutral",4
"1074","going call ","Neutral",4
"1075","two year ","Neutral",4
"1076","save money ","Positive",4
"1077","utter rubbish ","Negative",4
"1078","absolutely disgusting ","Negative",4
"1079","go another ","Neutral",4
"1080","good signal ","Positive",4
"1081","ordered online ","Neutral",4
"1082","within cooling ","Neutral",4
"1083","service absolutely ","Neutral",4
"1084","broadband phone ","Neutral",4
"1085","changed mind ","Neutral",4
"1086","time months ","Neutral",4
"1087","back one ","Neutral",4
"1088","decided use ","Neutral",4
"1089","phone go ","Neutral",4
"1090","cancelled mobile ","Negative",4
"1091","disgusting customer ","Negative",4
"1092","money grabbing ","Positive",4
"1093","old address ","Neutral",4
"1094","last night ","Neutral",4
"1095","contract call ","Neutral",4
"1096","email confirming ","Neutral",4
"1097","answer question ","Neutral",4
"1098","number port ","Neutral",4
"1099","unhelpful rude ","Negative",4
"1100","really know ","Neutral",4
"1101","factory reset ","Neutral",4
"1102","two people ","Neutral",4
"1103","getting nowhere ","Neutral",4
"1104","activate new ","Positive",4
"1105","whole process ","Neutral",4
"1106","minutes phone ","Neutral",4
"1107","new iphone ","Positive",4
"1108","provide email ","Positive",4
"1109","hasn t ","Neutral",4
"1110","number mobile ","Neutral",4
"1111","heard anything ","Neutral",4
"1112","service reps ","Neutral",4
"1113","new tariff ","Positive",4
"1114","manager phone ","Neutral",4
"1115","contract asked ","Neutral",4
"1116","brick wall ","Neutral",4
"1117","contact customer ","Positive",4
"1118","phone went ","Neutral",4
"1119","data used ","Neutral",4
"1120","phone tv ","Neutral",4
"1121","ordered sim ","Neutral",4
"1122","experience life ","Neutral",4
"1123","send texts ","Neutral",4
"1124","cut call ","Negative",4
"1125","told cancelled ","Negative",4
"1126","call within ","Neutral",4
"1127","provider ever ","Neutral",4
"1128","got sim ","Neutral",4
"1129","mobile broadband ","Neutral",4
"1130","phone last ","Neutral",4
"1131","able access ","Neutral",4
"1132","cancelled contracts ","Negative",4
"1133","told go ","Neutral",4
"1134","contract charged ","Neutral",4
"1135","last bill ","Neutral",4
"1136","new order ","Positive",4
"1137","call switzerland ","Neutral",4
"1138","phone ask ","Neutral",4
"1139","shocking customer ","Negative",4
"1140","charging £ ","Neutral",4
"1141","service one ","Neutral",4
"1142","phone tell ","Neutral",4
"1143","faulty phone ","Negative",4
"1144","told two ","Neutral",4
"1145","due network ","Neutral",4
"1146","got new ","Positive",4
"1147","speaking customer ","Neutral",4
"1148","really bad ","Negative",4
"1149","makes sense ","Neutral",4
"1150","phone free ","Positive",4
"1151","months bill ","Neutral",4
"1152","different phone ","Neutral",4
"1153","issue resolved ","Positive",4
"1154","remainder contract ","Neutral",4
"1155","rubbish service ","Negative",4
"1156","different mobile ","Neutral",4
"1157","spend hours ","Neutral",4
"1158","never missed ","Negative",4
"1159","g data ","Neutral",4
"1160","understand trying ","Neutral",3
"1161","told never ","Neutral",3
"1162","always busy ","Neutral",3
"1163","st nd ","Neutral",3
"1164","least times ","Neutral",3
"1165","joining mobile ","Neutral",3
"1166","first joined ","Positive",3
"1167","twice now ","Neutral",3
"1168","account name ","Neutral",3
"1169","making impossible ","Negative",3
"1170","back ee ","Neutral",3
"1171","staff lie ","Negative",3
"1172","need new ","Positive",3
"1173","using mobile ","Neutral",3
"1174","despite numerous ","Neutral",3
"1175","offered deal ","Positive",3
"1176","back wait ","Negative",3
"1177","package £ ","Neutral",3
"1178","put different ","Neutral",3
"1179","received new ","Positive",3
"1180","pay another ","Negative",3
"1181","days sent ","Neutral",3
"1182","connected wifi ","Neutral",3
"1183","time wasting ","Negative",3
"1184","jet black ","Negative",3
"1185","service wanted ","Neutral",3
"1186","p minute ","Neutral",3
"1187","everything phone ","Neutral",3
"1188","media services ","Neutral",3
"1189","deal called ","Positive",3
"1190","internet allowance ","Neutral",3
"1191","old son ","Neutral",3
"1192","now without ","Neutral",3
"1193","help anything ","Neutral",3
"1194","bill phone ","Neutral",3
"1195","even cancel ","Negative",3
"1196","calls make ","Neutral",3
"1197","different story ","Neutral",3
"1198","things like ","Positive",3
"1199","service nothing ","Neutral",3
"1200","service bad ","Negative",3
"1201","cust service ","Neutral",3
"1202","spoke asked ","Neutral",3
"1203","wait working ","Neutral",3
"1204","yet phone ","Neutral",3
"1205","told £ ","Neutral",3
"1206","credit good ","Positive",3
"1207","extra money ","Positive",3
"1208","english people ","Neutral",3
"1209","without able ","Neutral",3
"1210","£ nothing ","Neutral",3
"1211","within hour ","Neutral",3
"1212","years last ","Neutral",3
"1213","told security ","Neutral",3
"1214","one occasion ","Neutral",3
"1215","""stay away ","Neutral",3
"1216","recognise sim ","Neutral",3
"1217","media customers ","Neutral",3
"1218","switch phone ","Neutral",3
"1219","pay outstanding ","Positive",3
"1220","service advised ","Neutral",3
"1221","phone lines ","Neutral",3
"1222","manager busy ","Neutral",3
"1223","unless like ","Positive",3
"1224","contract tried ","Neutral",3
"1225","deeply regret ","Negative",3
"1226","never signal ","Neutral",3
"1227","done end ","Neutral",3
"1228","say want ","Neutral",3
"1229","new carrier ","Positive",3
"1230","two hours ","Neutral",3
"1231","service agents ","Neutral",3
"1232","contacting customer ","Neutral",3
"1233","keep telling ","Neutral",3
"1234","tried sign ","Neutral",3
"1235","galaxy s ","Neutral",3
"1236","back minutes ","Neutral",3
"1237","
""absolutely awful ","Negative",3
"1238","emails phone ","Neutral",3
"1239","hours ago ","Neutral",3
"1240","anyone thinking ","Neutral",3
"1241","uk customer ","Neutral",3
"1242","t help ","Neutral",3
"1243","useless customer ","Negative",3
"1244","asked manager ","Neutral",3
"1245","put pay ","Negative",3
"1246","language barrier ","Negative",3
"1247","deadlock letter ","Negative",3
"1248","since nd ","Neutral",3
"1249","senior management ","Positive",3
"1250","around mbps ","Neutral",3
"1251","unlimited minutes ","Positive",3
"1252","department closed ","Neutral",3
"1253","six months ","Neutral",3
"1254","month never ","Neutral",3
"1255","let new ","Positive",3
"1256","phone first ","Neutral",3
"1257","going first ","Neutral",3
"1258","bills paid ","Neutral",3
"1259","turned phone ","Neutral",3
"1260","let go ","Neutral",3
"1261","sounds like ","Positive",3
"1262","recommend company ","Positive",3
"1263","service shocking ","Negative",3
"1264","address even ","Neutral",3
"1265","card mobile ","Neutral",3
"1266","mobile new ","Positive",3
"1267","charges even ","Neutral",3
"1268","said person ","Neutral",3
"1269","member staff ","Neutral",3
"1270","memorable information ","Positive",3
"1271","never charged ","Neutral",3
"1272","pass message ","Neutral",3
"1273","provide phone ","Positive",3
"1274","one told ","Neutral",3
"1275","nearly hours ","Neutral",3
"1276","refuse give ","Negative",3
"1277","using g ","Neutral",3
"1278","call many ","Neutral",3
"1279","physical damage ","Negative",3
"1280","passed different ","Neutral",3
"1281","name address ","Neutral",3
