"","wordcloud_bigram_th$ngrams","cat_sent_th","wordcloud_bigram_th$freq"
"25741","brilliant needed ","Positive",1
"25742","board always ","Neutral",1
"25743","delivered tried ","Neutral",1
"25744","forever keep ","Neutral",1
"25745","account view ","Neutral",1
"25746","handset activated ","Neutral",1
"25747","similar windows ","Neutral",1
"25748","away use ","Neutral",1
"25749","advertisement google ","Neutral",1
"25750","servicetry relocating ","Neutral",1
"25751","talking private ","Neutral",1
"25752","rubbish unable ","Negative",1
"25753","general great ","Positive",1
"25754","code never ","Neutral",1
"25755","leave pixel ","Negative",1
"25756","years month ","Neutral",1
"25757","old appear ","Neutral",1
"25758","driving route ","Neutral",1
"25759","hope another ","Positive",1
"25760","asked agin ","Neutral",1
"25761","reply asking ","Neutral",1
"25762","back pretty ","Positive",1
"25763","minus rating ","Neutral",1
"25764","improved moment ","Positive",1
"25765","improved service ","Positive",1
"25766","incompetent staff ","Negative",1
"25767","reversed back ","Neutral",1
"25768","sending conversation ","Neutral",1
"25769","problem fact ","Negative",1
"25770","word wonder ","Neutral",1
"25771","whole never ","Neutral",1
"25772","nothing data ","Neutral",1
"25773","put roaming ","Neutral",1
"25774","good"", 
""like ","Positive",1
"25775","rubish overheating ","Negative",1
"25776","inform must ","Neutral",1
"25777","action phoneaccount ","Positive",1
"25778","widely adopted ","Neutral",1
"25779","allowance issues ","Neutral",1
"25780","reason number ","Positive",1
"25781","home"", 
""feel ","Neutral",1
"25782","used firstly ","Neutral",1
"25783","tariffs thanks"", ","Positive",1
"25784","manufacturers number ","Negative",1
"25785","website designed ","Neutral",1
"25786","definitely loosing ","Neutral",1
"25787","cancelled dongle ","Negative",1
"25788","become really ","Neutral",1
"25789","always use ","Neutral",1
"25790","internet interested ","Positive",1
"25791","goes voicemail ","Neutral",1
"25792","ever complete ","Neutral",1
"25793","asked photo ","Neutral",1
"25794","activation happen ","Neutral",1
"25795","company big ","Positive",1
"25796","£ cancelling ","Negative",1
"25797","lower minutes ","Neutral",1
"25798","involved ombudsman ","Neutral",1
"25799","standards communication ","Neutral",1
"25800","explain leave ","Negative",1
"25801","restaurant food ","Positive",1
"25802","services ve ","Neutral",1
"25803","nearly everywhere ","Neutral",1
"25804","cost thank ","Positive",1
"25805","practice close ","Positive",1
"25806","legal sent ","Positive",1
"25807","later say ","Neutral",1
"25808","pushing really ","Neutral",1
"25809","great offering ","Positive",1
"25810","challenging phone ","Neutral",1
"25811","setting hotspot ","Neutral",1
"25812","sure automatic ","Neutral",1
"25813","assistant need ","Neutral",1
"25814","use also ","Neutral",1
"25815","wrong raise ","Negative",1
"25816","feels unfair ","Negative",1
"25817","real solution ","Positive",1
"25818","time limit ","Negative",1
"25819","month hilarious ","Positive",1
"25820","getting ofcom ","Neutral",1
"25821","phone france ","Neutral",1
"25822","pros although ","Positive",1
"25823","minuted okay ","Neutral",1
"25824","access uk"", ","Neutral",1
"25825","problems soon ","Negative",1
"25826","even suggested ","Neutral",1
"25827","worked put ","Positive",1
"25828","everything end ","Neutral",1
"25829","letters people ","Neutral",1
"25830","people friend ","Positive",1
"25831","say hammersmth ","Neutral",1
"25832","code immediately ","Neutral",1
"25833","break telling ","Negative",1
"25834","minutesdatatexts add ","Neutral",1
"25835","days pmnahidahh ","Neutral",1
"25836","s contacted ","Neutral",1
"25837","elsewhere"", 
""wanted ","Neutral",1
"25838","praise upgraded ","Positive",1
"25839","sevrral years ","Neutral",1
"25840","sub par ","Neutral",1
"25841","warned buy ","Negative",1
"25842","pac old ","Neutral",1
"25843","reply panel ","Neutral",1
"25844","exists network ","Neutral",1
"25845","perfect nothing ","Positive",1
"25846","find door ","Neutral",1
"25847","pain forced ","Negative",1
"25848","helping terrible ","Negative",1
"25849","couple stars ","Neutral",1
"25850","actually trying ","Neutral",1
"25851","complicated jesus ","Negative",1
"25852","disclosure £ ","Neutral",1
"25853","anyone request ","Neutral",1
"25854","content abroad ","Positive",1
"25855","reinstated hrs ","Neutral",1
"25856","asked resolutions ","Neutral",1
"25857","annoyied said ","Neutral",1
"25858","pity actually ","Negative",1
"25859","best well ","Positive",1
"25860","else phone ","Neutral",1
"25861","company fined ","Negative",1
"25862","staff need ","Neutral",1
"25863","fantastic keeping ","Positive",1
"25864","roaming fully ","Positive",1
"25865","filled request ","Neutral",1
"25866","company interact ","Neutral",1
"25867","exactly add ","Neutral",1
"25868","instantly recall ","Negative",1
"25869","go online ","Neutral",1
"25870","making identifying ","Positive",1
"25871","throttle data ","Negative",1
"25872","know costs ","Neutral",1
"25873","issues switching ","Neutral",1
"25874","put though ","Neutral",1
"25875","parts germanyedit ","Neutral",1
"25876","throttled certain ","Positive",1
"25877","problems example ","Negative",1
"25878","intimated customer ","Neutral",1
"25879","letters stayed ","Neutral",1
"25880","extra since ","Positive",1
"25881","explode sent ","Negative",1
"25882","richmund spoke ","Neutral",1
"25883","dublin two ","Neutral",1
"25884","bill apparently ","Neutral",1
"25885","told data ","Neutral",1
"25886","whatsapp facebook ","Neutral",1
"25887","battery now ","Neutral",1
"25888","internet scam ","Negative",1
"25889","received zero ","Positive",1
"25890","amazing network ","Positive",1
"25891","said straight ","Positive",1
"25892","disappointing need ","Negative",1
"25893","unusable prompt ","Negative",1
"25894","contract fit ","Positive",1
"25895","september hope ","Positive",1
"25896","department shocked ","Negative",1
"25897","know outcome ","Negative",1
"25898","fault correctly ","Positive",1
"25899","woman trying ","Neutral",1
"25900","receive anything ","Neutral",1
"25901","best brand ","Positive",1
"25902","month might ","Neutral",1
"25903","months noticed ","Neutral",1
"25904","wonderful brand ","Positive",1
"25905","talking nonsense ","Negative",1
"25906","implementing opinions ","Neutral",1
"25907","avoid seriously ","Negative",1
"25908","really holding ","Neutral",1
"25909","cap never ","Neutral",1
"25910","away experiencesoh ","Neutral",1
"25911","home start ","Neutral",1
"25912","spend really ","Neutral",1
"25913","keep sending ","Neutral",1
"25914","kind glad ","Positive",1
"25915","suggest makeitright ","Neutral",1
"25916","poor coordination ","Negative",1
"25917","dealing felt ","Neutral",1
"25918","device likely ","Neutral",1
"25919","refund entitled ","Positive",1
"25920","power quickly ","Neutral",1
"25921","contacting directly ","Neutral",1
"25922","contract decade ","Neutral",1
"25923","spending hr ","Neutral",1
"25924","makes look ","Neutral",1
"25925","agents bad ","Negative",1
"25926","fair treated ","Positive",1
"25927","call cunstomer ","Neutral",1
"25928","chose best ","Positive",1
"25929","yesterday changed ","Neutral",1
"25930","left right ","Positive",1
"25931","full use ","Neutral",1
"25932","""one unhappy ","Negative",1
"25933","whilst australia ","Neutral",1
"25934","without rely ","Neutral",1
"25935","even outskirt ","Neutral",1
"25936","ask oneextermly ","Neutral",1
"25937","thow clarified ","Neutral",1
"25938","meant calls ","Neutral",1
"25939","phone pocket ","Neutral",1
"25940","credit bill ","Positive",1
"25941","staff trained ","Neutral",1
"25942","called confirmed ","Positive",1
"25943","may take ","Neutral",1
"25944","little £ ","Neutral",1
"25945","things number ","Neutral",1
"25946","many dates ","Neutral",1
"25947","actually earn ","Neutral",1
"25948","black green ","Negative",1
"25949","afterwards say ","Neutral",1
"25950","someone sensible ","Positive",1
"25951","details time ","Neutral",1
"25952","etc today ","Neutral",1
"25953","made money ","Positive",1
"25954","started g ","Neutral",1
"25955","offered enough ","Negative",1
"25956","£ nearly ","Neutral",1
"25957","service impressed ","Positive",1
"25958","lower gprs ","Neutral",1
"25959","spiel choose ","Neutral",1
"25960","service benefit ","Positive",1
"25961","current deal ","Positive",1
"25962","email found ","Positive",1
"25963","somewhere final ","Neutral",1
"25964","test advised ","Neutral",1
"25965","""rude incompetent"", ","Negative",1
"25966","holiday france ","Positive",1
"25967","internally bound ","Negative",1
"25968","payas go ","Neutral",1
"25969","now recorded ","Neutral",1
"25970","every review ","Neutral",1
"25971","provider truck ","Neutral",1
"25972","
""first update ","Neutral",1
"25973","reset reboot ","Neutral",1
"25974","time load ","Neutral",1
"25975","broken contracts ","Negative",1
"25976","operators went ","Neutral",1
"25977","sunday rang ","Neutral",1
"25978","messages random ","Neutral",1
"25979","people vile ","Negative",1
"25980","reason grievance ","Positive",1
"25981","okay absolute ","Negative",1
"25982","
""cancelled contract ","Negative",1
"25983","repeating tell ","Neutral",1
"25984","purchases make ","Neutral",1
"25985","scheme set ","Negative",1
"25986","agents got ","Neutral",1
"25987","best internet ","Positive",1
"25988","good range ","Positive",1
"25989","everywhere ve ","Neutral",1
"25990","find confirmation ","Neutral",1
"25991","however results ","Positive",1
"25992","soo much ","Neutral",1
"25993","one helps ","Positive",1
"25994","saying somethinggiff ","Neutral",1
"25995","data pointed ","Neutral",1
"25996","knew exactly ","Neutral",1
"25997","loading photos ","Neutral",1
"25998","given dead ","Negative",1
"25999","called discuss ","Neutral",1
"26000","thing use ","Neutral",1
"26001","use office ","Neutral",1
"26002","though whole ","Neutral",1
"26003","hold promise ","Positive",1
"26004","provider principle ","Neutral",1
"26005","adviser sister ","Positive",1
"26006","definitely different ","Neutral",1
"26007","price mind ","Neutral",1
"26008","waiting assume ","Neutral",1
"26009","car needed ","Neutral",1
"26010","money expect ","Positive",1
"26011","home huge ","Neutral",1
"26012","got total ","Neutral",1
"26013","package download ","Neutral",1
"26014","trust staff ","Positive",1
"26015","reviews lets ","Neutral",1
"26016","normal calling ","Neutral",1
"26017","florida month ","Neutral",1
"26018","bandage fix ","Negative",1
"26019","chaos took ","Negative",1
"26020","gangham style ","Neutral",1
"26021","instead contradicted ","Neutral",1
"26022","payg never ","Neutral",1
"26023","today reported ","Neutral",1
"26024","spec phone ","Neutral",1
"26025","returned spain ","Neutral",1
"26026","side finally ","Positive",1
"26027","complain said ","Negative",1
"26028","service reconnected ","Neutral",1
"26029","ever"", ""trying ","Neutral",1
"26030","stranded without ","Negative",1
"26031","amend contract ","Positive",1
"26032","pay recurring ","Negative",1
"26033","consider rethink ","Neutral",1
"26034","case changing ","Neutral",1
"26035","massively downhill ","Neutral",1
"26036","seem ok ","Neutral",1
"26037","march checking ","Neutral",1
"26038","convenient ignored ","Positive",1
"26039","furious took ","Negative",1
"26040","another supports ","Positive",1
"26041","worry bill ","Negative",1
"26042","accompanied technical ","Neutral",1
"26043","english phone ","Neutral",1
"26044","happy impressed ","Positive",1
"26045","away however ","Neutral",1
"26046","doubt received ","Negative",1
"26047","dont issue ","Neutral",1
"26048","promptly tries ","Positive",1
"26049","checks tell ","Neutral",1
"26050","downloaded fact ","Neutral",1
"26051","support rude ","Neutral",1
"26052","listing area ","Neutral",1
"26053","now appearing ","Positive",1
"26054","name memorable ","Positive",1
"26055","elsewhere jonathan ","Neutral",1
"26056","customers ended ","Neutral",1
"26057","talked highest ","Neutral",1
"26058","days made ","Neutral",1
"26059","shocking paying ","Negative",1
"26060","wide range ","Neutral",1
"26061","needed number ","Neutral",1
"26062","hours informationalso ","Neutral",1
"26063","norwich worst ","Negative",1
"26064","experience removing ","Neutral",1
"26065","says customer ","Neutral",1
"26066","emails asking ","Neutral",1
"26067","car dealer ","Neutral",1
"26068","gesture £ ","Neutral",1
"26069","back hold ","Neutral",1
"26070","happy highly ","Positive",1
"26071","pounds without ","Neutral",1
"26072","chat system ","Neutral",1
"26073","someone stopped ","Negative",1
"26074","told come ","Neutral",1
"26075","located edgware ","Neutral",1
"26076","now declined ","Negative",1
"26077","vodafone handset ","Neutral",1
"26078","call allowances ","Neutral",1
"26079","numberpac codes ","Neutral",1
"26080","codes personal ","Neutral",1
"26081","simply refund ","Positive",1
"26082","told retracting ","Neutral",1
