"","wordcloud_bigram_vo$ngrams","cat_sent_vo","wordcloud_bigram_vo$freq"
"10479","now process ","Neutral",2
"10480","big deal ","Positive",2
"10481","reason given ","Positive",2
"10482","contract absolutely ","Neutral",2
"10483","now speaking ","Neutral",2
"10484","reviews internet ","Neutral",2
"10485","hope everyone ","Positive",2
"10486","contract surprise ","Positive",2
"10487","first change ","Neutral",2
"10488","keep making ","Neutral",2
"10489","service make ","Neutral",2
"10490","deal bill ","Positive",2
"10491","months chasing ","Neutral",2
"10492","said investigate ","Positive",2
"10493","utter contempt ","Negative",2
"10494","ever without ","Neutral",2
"10495","someone contact ","Positive",2
"10496","month total ","Neutral",2
"10497","atleast hours ","Neutral",2
"10498","exchange model ","Positive",2
"10499","rip people ","Negative",2
"10500","august told ","Neutral",2
"10501","also included ","Positive",2
"10502","receive within ","Neutral",2
"10503","somewhere called ","Neutral",2
"10504","want tied ","Neutral",2
"10505","order delivered ","Neutral",2
"10506","problems getting ","Negative",2
"10507","good network"", ","Positive",2
"10508","back following ","Neutral",2
"10509","talk different ","Positive",2
"10510","now back ","Neutral",2
"10511","online team ","Neutral",2
"10512","reduced £ ","Neutral",2
"10513","broadband avoid ","Negative",2
"10514","business surely ","Neutral",2
"10515","times left ","Neutral",2
"10516","got put ","Neutral",2
"10517","official website ","Neutral",2
"10518","times past ","Neutral",2
"10519","contract call ","Neutral",2
"10520","t offer ","Positive",2
"10521","cancelled twice ","Negative",2
"10522","never bothered ","Negative",2
"10523","now always ","Neutral",2
"10524","money credit ","Positive",2
"10525","responding complaint ","Negative",2
"10526","mis selling ","Neutral",2
"10527","gave telephone ","Neutral",2
"10528","continue paying ","Positive",2
"10529","refund additional ","Positive",2
"10530","time might ","Neutral",2
"10531","advisors said ","Neutral",2
"10532","complete lack ","Negative",2
"10533","give hoot ","Neutral",2
"10534","speed like ","Positive",2
"10535","reset password ","Neutral",2
"10536","wifes phone ","Neutral",2
"10537","phone conversations ","Neutral",2
"10538","one common ","Neutral",2
"10539","make false ","Negative",2
"10540","service wait ","Negative",2
"10541","even home ","Neutral",2
"10542","one saying ","Neutral",2
"10543","anyone avoid ","Negative",2
"10544","cancellations team ","Neutral",2
"10545","company great ","Positive",2
"10546","days old ","Neutral",2
"10547","call dpd ","Neutral",2
"10548","saw call ","Neutral",2
"10549","longer exists ","Neutral",2
"10550","pins eyes ","Neutral",2
"10551","kindly note ","Positive",2
"10552","charges due ","Neutral",2
"10553","definitely avoid ","Negative",2
"10554","deal going ","Positive",2
"10555","upgrade later ","Neutral",2
"10556","great coverage ","Positive",2
"10557","contacted facebook ","Neutral",2
"10558","upgrade offers ","Neutral",2
"10559","mind charge ","Neutral",2
"10560","needed wait ","Negative",2
"10561","broadband one ","Neutral",2
"10562","now gone ","Neutral",2
"10563","house fix ","Neutral",2
"10564","number operator ","Neutral",2
"10565","happen another ","Neutral",2
"10566","going company ","Neutral",2
"10567","contract great ","Positive",2
"10568","everything order ","Neutral",2
"10569","experience far ","Neutral",2
"10570","touch company ","Neutral",2
"10571","applied credit ","Positive",2
"10572","call find ","Neutral",2
"10573","waiting week ","Neutral",2
"10574","unhelpful rude ","Negative",2
"10575","given conflicting ","Negative",2
"10576","still dont ","Neutral",2
"10577","changed tariff ","Negative",2
"10578","incurred £ ","Neutral",2
"10579","said thing ","Neutral",2
"10580","person sold ","Neutral",2
"10581","getting ready ","Positive",2
"10582","th day ","Neutral",2
"10583","wait till ","Negative",2
"10584","anything one ","Neutral",2
"10585","date etc ","Neutral",2
"10586","also poor ","Negative",2
"10587","send bag ","Neutral",2
"10588","years cancelled ","Negative",2
"10589","offered worst ","Negative",2
"10590","well trained ","Positive",2
"10591","bacs payment ","Negative",2
"10592","march still ","Neutral",2
"10593","saying one ","Neutral",2
"10594","broadband world ","Neutral",2
"10595","use make ","Neutral",2
"10596","work however ","Positive",2
"10597","running even ","Neutral",2
"10598","years found ","Positive",2
"10599","march pak ","Neutral",2
"10600","charges bill ","Neutral",2
"10601","calls charged ","Neutral",2
"10602","agents told ","Neutral",2
"10603","deleted offered ","Neutral",2
"10604","stop customers ","Negative",2
"10605","complaint raised ","Negative",2
"10606","one bad ","Negative",2
"10607","ethernet wifi ","Neutral",2
"10608","like scam ","Neutral",2
"10609","service messages ","Neutral",2
"10610","open now ","Neutral",2
"10611","joke company"", ","Positive",2
"10612","despite customer ","Neutral",2
"10613","got cancelled ","Negative",2
"10614","taken back ","Neutral",2
"10615","
""ordered new ","Positive",2
"10616","phone rarely ","Neutral",2
"10617","month set ","Neutral",2
"10618","offers make ","Neutral",2
"10619","think ok ","Neutral",2
"10620","however re ","Neutral",2
"10621","also blocked ","Negative",2
"10622","without mobile ","Neutral",2
"10623","day getting ","Neutral",2
"10624","month trying ","Neutral",2
"10625","cancel got ","Negative",2
"10626","getting nowhere ","Neutral",2
"10627","service th ","Neutral",2
"10628","con men ","Negative",2
"10629","£ prepared ","Positive",2
"10630","beware company ","Negative",2
"10631","though offer ","Positive",2
"10632","nothing give ","Neutral",2
"10633","t trust ","Positive",2
"10634","deal company"", ","Positive",2
"10635","waste much ","Negative",2
"10636","paid year ","Neutral",2
"10637","services several ","Neutral",2
"10638","appalling phone ","Negative",2
"10639","issues problem ","Negative",2
"10640","now keep ","Neutral",2
"10641","train people ","Neutral",2
"10642","samsung service ","Neutral",2
"10643","month latest ","Neutral",2
"10644","back sales ","Neutral",2
"10645","""shocking customer ","Negative",2
"10646","customers heads ","Neutral",2
"10647","makes laugh ","Positive",2
"10648","gone ee ","Neutral",2
"10649","phone hear ","Neutral",2
"10650","charge happenedcalled ","Neutral",2
"10651","services time ","Neutral",2
"10652","s sorted ","Neutral",2
"10653","order online ","Neutral",2
"10654","disgrace phone ","Negative",2
"10655","""experience company ","Neutral",2
"10656","intend take ","Neutral",2
"10657","advisors told ","Neutral",2
"10658","resolved someone ","Positive",2
"10659","one weeks ","Neutral",2
"10660","ever came ","Neutral",2
"10661","since still ","Neutral",2
"10662","hard cancel ","Negative",2
"10663","phone send ","Neutral",2
"10664","whole process ","Neutral",2
"10665","support individual ","Positive",2
"10666","device connected ","Neutral",2
"10667","see internet ","Neutral",2
"10668","contract breach ","Negative",2
"10669","via another ","Neutral",2
"10670","admitted told ","Positive",2
"10671","problems start ","Negative",2
"10672","say someone ","Neutral",2
"10673","switch ee ","Neutral",2
"10674","next phone ","Neutral",2
"10675","services explain ","Neutral",2
"10676","large bill ","Neutral",2
"10677","working charged ","Positive",2
"10678","service anybody ","Neutral",2
"10679","every thing ","Neutral",2
"10680","people bad ","Negative",2
"10681","store find ","Neutral",2
"10682","trying sorted ","Neutral",2
"10683","went ahead ","Positive",2
"10684","assistant said ","Neutral",2
"10685","premium services ","Neutral",2
"10686","made go ","Neutral",2
"10687","number airtel ","Neutral",2
"10688","one back ","Neutral",2
"10689","top every ","Neutral",2
"10690","go local ","Neutral",2
"10691","chat speak ","Neutral",2
"10692","default now ","Neutral",2
"10693","customer"", ""worst ","Negative",2
"10694","telling every ","Neutral",2
"10695","years trying ","Neutral",2
"10696","lack customer ","Negative",2
"10697","book another ","Neutral",2
"10698","now now ","Neutral",2
"10699","now different ","Neutral",2
"10700","service ok ","Neutral",2
"10701","care don ","Positive",2
"10702","speak person ","Neutral",2
"10703","manager today ","Neutral",2
"10704","lie make ","Negative",2
"10705","fuel costs ","Neutral",2
"10706","people start ","Neutral",2
"10707","using post ","Neutral",2
"10708","despite least ","Neutral",2
"10709","customers look ","Neutral",2
"10710","paying € ","Neutral",2
"10711","services go ","Neutral",2
"10712","calls receive ","Neutral",2
"10713","someone elses ","Neutral",2
"10714","move broadband ","Neutral",2
"10715","number month ","Neutral",2
"10716","call trying ","Neutral",2
"10717","dishonest company ","Negative",2
"10718","lied service ","Negative",2
"10719","different devices ","Neutral",2
"10720","banking details ","Neutral",2
"10721","prompt screen ","Positive",2
"10722","switch mobile ","Neutral",2
"10723","prevent us ","Negative",2
"10724","locked now ","Neutral",2
"10725","going make ","Neutral",2
"10726","£ however ","Neutral",2
"10727","using s ","Neutral",2
"10728","£ pleasure ","Positive",2
"10729","staff better ","Positive",2
"10730","assured everything ","Positive",2
"10731","proper network ","Positive",2
"10732","away man ","Neutral",2
"10733","may seem ","Neutral",2
"10734","close cancelling ","Negative",2
"10735","record promise ","Positive",2
"10736","company recommend ","Positive",2
"10737","months send ","Neutral",2
"10738","mark credit ","Positive",2
"10739","need credit ","Positive",2
"10740","still existence ","Neutral",2
"10741","give phone ","Neutral",2
"10742","anyone please ","Positive",2
"10743","staff don ","Neutral",2
"10744","service restored ","Positive",2
"10745","£ upgrade ","Neutral",2
"10746","anything happens ","Neutral",2
"10747","goodwill compensation ","Positive",2
"10748","joke phone ","Positive",2
"10749","right away ","Positive",2
"10750","decided going ","Neutral",2
"10751","years say ","Neutral",2
"10752","eventually agreed ","Positive",2
"10753","next year ","Neutral",2
"10754","spent hundreds ","Negative",2
"10755","cancelled internet ","Negative",2
"10756","bundle go ","Neutral",2
"10757","given run ","Neutral",2
"10758","go cheaper ","Neutral",2
"10759","calling hours ","Neutral",2
"10760","either phone ","Neutral",2
"10761","going give ","Neutral",2
"10762","times months ","Neutral",2
"10763","help resolve ","Positive",2
"10764","lady put ","Neutral",2
"10765","told system ","Neutral",2
"10766","back leaving ","Neutral",2
"10767","refunded money ","Positive",2
"10768","fixed contract ","Neutral",2
"10769","day wasted ","Negative",2
"10770","code also ","Neutral",2
"10771","awful one ","Negative",2
"10772","forget whole ","Negative",2
"10773","read small ","Neutral",2
"10774","switching broadband ","Neutral",2
"10775","complain customer ","Negative",2
"10776","receiving calls ","Positive",2
"10777","speed time ","Neutral",2
"10778","per text ","Neutral",2
"10779","company run ","Neutral",2
"10780","offering good ","Positive",2
"10781","store needed ","Neutral",2
"10782","
""bought pay ","Negative",2
"10783","engineer turned ","Neutral",2
"10784","phone given ","Neutral",2
"10785","service truly ","Neutral",2
"10786","computer make ","Neutral",2
"10787","see information ","Positive",2
"10788","period time ","Neutral",2
"10789","connection drops ","Neutral",2
"10790","now anymore ","Neutral",2
"10791","girl working ","Positive",2
"10792","befree mycall ","Neutral",2
"10793","went ee ","Neutral",2
"10794","contact many ","Positive",2
"10795","full month ","Neutral",2
"10796","heard anything ","Neutral",2
"10797","done now ","Neutral",2
"10798","staff untrained ","Negative",2
"10799","say must ","Neutral",2
"10800","good service"", ","Positive",2
"10801","still £ ","Neutral",2
"10802","still joy ","Positive",2
"10803","explaining problem ","Negative",2
"10804","sound like ","Positive",2
"10805","contract going ","Neutral",2
"10806","ask add ","Neutral",2
"10807","done thought ","Neutral",2
"10808","speak good ","Positive",2
"10809","opened account ","Neutral",2
"10810","months unlimited ","Positive",2
"10811","updated rating ","Neutral",2
"10812","done something ","Neutral",2
"10813","trading standards"", ","Neutral",2
"10814","download speeds ","Neutral",2
"10815","receive following ","Neutral",2
"10816","way letting ","Neutral",2
"10817","online order ","Neutral",2
"10818","customer company ","Neutral",2
"10819","bye bye ","Neutral",2
"10820","next years ","Neutral",2
"10821","line goes ","Neutral",2
"10822","anyone reading ","Positive",2
"10823","speed issues ","Neutral",2
"10824","written confirmation ","Neutral",2
"10825","see want ","Neutral",2
"10826","shop purchased ","Neutral",2
"10827","getting touch ","Neutral",2
"10828","saying company ","Neutral",2
"10829","line still ","Neutral",2
"10830","messages telling ","Neutral",2
