"","wordcloud_bigram_ee$ngrams","cat_sent_ee","wordcloud_bigram_ee$freq"
"15633","voucher totally ","Neutral",1
"15634","stupidly high ","Negative",1
"15635","quality internet ","Neutral",1
"15636","insurance phone ","Neutral",1
"15637","look manchester ","Neutral",1
"15638","data hours ","Neutral",1
"15639","paying quiet ","Positive",1
"15640","sales called ","Neutral",1
"15641","bit"", 
""trying ","Neutral",1
"15642","issues something ","Neutral",1
"15643","oh iphone ","Neutral",1
"15644","moto x ","Neutral",1
"15645","others atrocious ","Negative",1
"15646","helpful thoughtful ","Positive",1
"15647","siloed little ","Neutral",1
"15648","touch call ","Neutral",1
"15649","use stealth ","Negative",1
"15650","days check ","Neutral",1
"15651","use vodafone ","Neutral",1
"15652","probably part ","Neutral",1
"15653","choose differant ","Neutral",1
"15654","teams never ","Neutral",1
"15655","error thank ","Negative",1
"15656","mast area ","Neutral",1
"15657","happy thought ","Positive",1
"15658","due total ","Neutral",1
"15659","uplink internet ","Neutral",1
"15660","site saw ","Neutral",1
"15661","mins correct ","Positive",1
"15662","contract novemberdecember ","Neutral",1
"15663","excellent surprised ","Positive",1
"15664","unfortunately match ","Negative",1
"15665","twenty minutes ","Neutral",1
"15666","satisfied"", ""tried ","Positive",1
"15667","seamlessly old ","Neutral",1
"15668","
""dunfermline kingsgate ","Neutral",1
"15669","payment use ","Negative",1
"15670","post fobbed ","Neutral",1
"15671","disaster booked ","Negative",1
"15672","truth lie ","Positive",1
"15673","customers extortionists ","Neutral",1
"15674","different another ","Neutral",1
"15675","companies terrible ","Negative",1
"15676","m member ","Neutral",1
"15677","time arrived ","Neutral",1
"15678","features fast ","Neutral",1
"15679","might unexpected ","Negative",1
"15680","""took sin ","Negative",1
"15681","unlimited else ","Positive",1
"15682","got understand ","Neutral",1
"15683","anyway takes ","Neutral",1
"15684","asking rate ","Neutral",1
"15685","able helpi ","Neutral",1
"15686","contract money ","Positive",1
"15687","money avoid ","Positive",1
"15688","frustration chose ","Negative",1
"15689","going pop ","Neutral",1
"15690","leamington spa ","Positive",1
"15691","seemed one ","Neutral",1
"15692","problem level ","Negative",1
"15693","firstly uk ","Neutral",1
"15694","tablet go ","Neutral",1
"15695","wife¬ alone ","Negative",1
"15696","part problem ","Negative",1
"15697","gone past ","Neutral",1
"15698","help none ","Neutral",1
"15699","run months ","Neutral",1
"15700","forward work ","Positive",1
"15701","guilty arrogant ","Negative",1
"15702","enough"", 
""awful ","Negative",1
"15703","thiefs bike ","Neutral",1
"15704","us loyal ","Positive",1
"15705","lot effort ","Neutral",1
"15706","contract curryspc ","Neutral",1
"15707","far minimum ","Neutral",1
"15708","despite picture ","Neutral",1
"15709","dare bother ","Negative",1
"15710","card able ","Neutral",1
"15711","overcharged point ","Neutral",1
"15712","keep explaining ","Neutral",1
"15713","helpful told ","Positive",1
"15714","regularly appeared ","Neutral",1
"15715","says something ","Neutral",1
"15716","remained cost ","Neutral",1
"15717","demanding £ ","Negative",1
"15718","keep away"", ","Neutral",1
"15719","ever asked ","Neutral",1
"15720","know"", ""stupidly ","Negative",1
"15721","""website absolutely ","Neutral",1
"15722","claimed much ","Neutral",1
"15723","gone due ","Neutral",1
"15724","check using ","Neutral",1
"15725","praise enough ","Positive",1
"15726","trying come ","Neutral",1
"15727","isolated shropshire ","Negative",1
"15728","appear improved ","Positive",1
"15729","text check ","Neutral",1
"15730","called later ","Neutral",1
"15731","considering misunderstanding ","Negative",1
"15732","legitimacy questioning ","Neutral",1
"15733","survey anything ","Neutral",1
"15734","account simply ","Neutral",1
"15735","like speak ","Positive",1
"15736","technology understandingcustomer ","Positive",1
"15737","months emailed ","Neutral",1
"15738","account asking ","Neutral",1
"15739","talk without ","Positive",1
"15740","every test ","Neutral",1
"15741","booster huge ","Neutral",1
"15742","ages told ","Neutral",1
"15743","happy new ","Positive",1
"15744","talk anything ","Positive",1
"15745","sim years ","Neutral",1
"15746","human like ","Positive",1
"15747","duly telephone ","Neutral",1
"15748","addition also ","Neutral",1
"15749","weekend countryside ","Neutral",1
"15750","good"", ""years ","Positive",1
"15751","sort anyway ","Neutral",1
"15752","ring today ","Neutral",1
"15753","occasions awarded ","Positive",1
"15754","options tried ","Neutral",1
"15755","suspended number ","Negative",1
"15756","buy actually ","Neutral",1
"15757","data deals ","Neutral",1
"15758","fight every ","Negative",1
"15759","""since day ","Neutral",1
"15760","bill amount ","Neutral",1
"15761","customer kept ","Neutral",1
"15762","installation issues ","Neutral",1
"15763","longer affiliated ","Positive",1
"15764","signal improved ","Positive",1
"15765","service greatful ","Neutral",1
"15766","loves work ","Positive",1
"15767","use fade ","Negative",1
"15768","occasions tell ","Neutral",1
"15769","coverage seemingly ","Neutral",1
"15770","pleasant journey ","Positive",1
"15771","possible £ ","Neutral",1
"15772","awful deal ","Negative",1
"15773","fixed"", ""year ","Neutral",1
"15774","
""never told ","Neutral",1
"15775","number oh ","Neutral",1
"15776","last saturday ","Neutral",1
"15777","transaction teenage ","Neutral",1
"15778","three hourseventually ","Neutral",1
"15779","basically teenagers ","Neutral",1
"15780","explanation put ","Neutral",1
"15781","explained shouldnt ","Neutral",1
"15782","say confidence ","Positive",1
"15783","regular texts ","Neutral",1
"15784","insurance acknowledge ","Neutral",1
"15785","done end ","Neutral",1
"15786","totally welcomed ","Positive",1
"15787","logging failedsays ","Neutral",1
"15788","mobile polite ","Positive",1
"15789","entice stay"", ","Neutral",1
"15790","service datavoice ","Neutral",1
"15791","unable resolve ","Positive",1
"15792","finally go ","Positive",1
"15793","meantimend dec ","Neutral",1
"15794","handler called ","Neutral",1
"15795","glasses properly ","Positive",1
"15796","took certainly ","Neutral",1
"15797","one aim ","Neutral",1
"15798","product rubbish ","Negative",1
"15799","weeks finally ","Positive",1
"15800","circumstances paid ","Neutral",1
"15801","actually working ","Positive",1
"15802","overcredit move ","Neutral",1
"15803","still showed ","Neutral",1
"15804","boycotting truly ","Negative",1
"15805","verification call ","Positive",1
"15806","text never ","Neutral",1
"15807","son told ","Neutral",1
"15808","prices last ","Neutral",1
"15809","scenario corporation ","Negative",1
"15810","costs"", 
""contacted ","Neutral",1
"15811","involved"", ""joke ","Positive",1
"15812","need two ","Neutral",1
"15813","launch ukorange ","Negative",1
"15814","account soon ","Neutral",1
"15815","
""general need ","Positive",1
"15816","recently decided ","Neutral",1
"15817","lives overseasplease ","Neutral",1
"15818","problems masts ","Negative",1
"15819","end days ","Neutral",1
"15820","promised calling ","Positive",1
"15821","need tablet ","Neutral",1
"15822","literally next ","Neutral",1
"15823","uk number ","Neutral",1
"15824","still resolve ","Positive",1
"15825","vodafone see ","Neutral",1
"15826","helping data ","Positive",1
"15827","payment goods ","Positive",1
"15828","network previous ","Neutral",1
"15829","go known ","Neutral",1
"15830","says separate ","Neutral",1
"15831","message ring ","Neutral",1
"15832","t say ","Neutral",1
"15833","attitude attitude ","Neutral",1
"15834","forum posts ","Neutral",1
"15835","sure access ","Neutral",1
"15836","matter entirely ","Neutral",1
"15837","debt owe ","Negative",1
"15838","wires pen ","Neutral",1
"15839","said best ","Positive",1
"15840","services fibre ","Neutral",1
"15841","taken sony ","Neutral",1
"15842","letters pretending ","Negative",1
"15843","went expect ","Positive",1
"15844","need enter ","Neutral",1
"15845","financially viable ","Positive",1
"15846","contacts told ","Neutral",1
"15847","send ipad ","Neutral",1
"15848","rubbish procedure ","Negative",1
"15849","issues fob ","Neutral",1
"15850","friends tell ","Neutral",1
"15851","receive support ","Positive",1
"15852","money calling ","Positive",1
"15853","email also ","Neutral",1
"15854","easymiss text ","Neutral",1
"15855","hold know ","Neutral",1
"15856","already hard ","Negative",1
"15857","european alternatives ","Neutral",1
"15858","text whatsapp ","Neutral",1
"15859","give solution ","Positive",1
"15860","lost x ","Negative",1
"15861","p upgrade ","Neutral",1
"15862","s moved ","Neutral",1
"15863","def connected ","Neutral",1
"15864","number pity ","Negative",1
"15865","notice pac ","Neutral",1
"15866","ve telephoned ","Neutral",1
"15867","source entertainment ","Positive",1
"15868","call wickes ","Neutral",1
"15869","delivery delayed ","Negative",1
"15870","internet getting ","Neutral",1
"15871","deals receive ","Neutral",1
"15872","done immediately ","Neutral",1
"15873","reasons even ","Neutral",1
"15874","case speak ","Neutral",1
"15875","rottened core"", ","Neutral",1
"15876","s ever ","Neutral",1
"15877","company long ","Neutral",1
"15878","bad much ","Negative",1
"15879","options"", ""avoid ","Negative",1
"15880","may struck ","Negative",1
"15881","meant area ","Neutral",1
"15882","bill called ","Neutral",1
"15883","collectors patheticreply ","Neutral",1
"15884","sim subscriptions ","Neutral",1
"15885","australia guys ","Neutral",1
"15886","seemed offering ","Neutral",1
"15887","home actually ","Neutral",1
"15888","internet home ","Neutral",1
"15889","country free ","Positive",1
"15890","cheaper companies ","Neutral",1
"15891","summary need ","Neutral",1
"15892","things point ","Neutral",1
"15893","guy tried ","Neutral",1
"15894","currently g ","Neutral",1
"15895","call love ","Positive",1
"15896","account stays ","Neutral",1
"15897","waiting internet ","Neutral",1
"15898","june arrived ","Neutral",1
"15899","recorded"", ""good ","Positive",1
"15900","like abusing"", ","Positive",1
"15901","received system ","Positive",1
"15902","please fill ","Positive",1
"15903","guy spun ","Neutral",1
"15904","mrrp £ ","Neutral",1
"15905","started ignore ","Negative",1
"15906","furthermore worst ","Negative",1
"15907","resolution willing ","Positive",1
"15908","info wanted ","Neutral",1
"15909","apparently told ","Neutral",1
"15910","trying anything ","Neutral",1
"15911","manger contact ","Positive",1
"15912","rival companies ","Negative",1
"15913","along rd ","Neutral",1
"15914","years mainly ","Neutral",1
"15915","broadband dont ","Neutral",1
"15916","unavailable emergency ","Negative",1
"15917","another sim ","Neutral",1
"15918","company thrown ","Neutral",1
"15919","day am ","Neutral",1
"15920","buy send ","Neutral",1
"15921","internet worth ","Positive",1
"15922","enquire deals ","Neutral",1
"15923","calls stable ","Positive",1
"15924","g places ","Neutral",1
"15925","expensive year ","Negative",1
"15926","device t ","Neutral",1
"15927","security reason ","Positive",1
"15928","service unlocking ","Neutral",1
"15929","clearly love ","Positive",1
"15930","""started orange ","Neutral",1
"15931","bill ever ","Neutral",1
"15932","next impossible"", ","Negative",1
"15933","branches ask ","Neutral",1
"15934","coverage call ","Neutral",1
"15935","looking fill ","Neutral",1
"15936","reach back ","Neutral",1
"15937","tried early ","Neutral",1
"15938","available existing ","Positive",1
"15939","resolved resolved ","Positive",1
"15940","pleasing austic ","Positive",1
"15941","serve next ","Neutral",1
"15942","hrs one ","Neutral",1
"15943","website store ","Neutral",1
"15944","service basildon ","Neutral",1
"15945","replied comments ","Neutral",1
"15946","apparently issue ","Neutral",1
"15947","automatically sold ","Neutral",1
"15948","helped karma ","Positive",1
"15949","sales saying ","Neutral",1
"15950","coz changed ","Neutral",1
"15951","maybe paying ","Neutral",1
"15952","battery problem ","Negative",1
"15953","busy build ","Positive",1
"15954","extenuating circumstances ","Neutral",1
"15955","asap ended ","Neutral",1
"15956","different massively ","Neutral",1
"15957","cause talking ","Neutral",1
"15958","ever keep ","Neutral",1
"15959","agents agreeing ","Positive",1
"15960","pay ve ","Negative",1
"15961","easter day ","Neutral",1
"15962","offers along ","Neutral",1
"15963","member replacingupgrading ","Neutral",1
"15964","take premium ","Neutral",1
"15965","soon due"", ","Neutral",1
"15966","random ping ","Neutral",1
"15967","hour helped ","Positive",1
"15968","required id ","Neutral",1
